,Age,Gender,Country,Degree,Job Title,Company Size,Team Size,ML Status in Company,Year,Min_Salary,Max_Salary
6935,25-29,Male,Canada,Some college,Software Engineer,50-249 employees,0,Never,2019,50000.0,59999.0
6936,40-44,Male,Brazil,Master,Data Analyst,"10,000 or more employees",20+,Well-establised,2019,30000.0,39999.0
6937,50-54,Male,Ireland,Bachelor,Data Scientist,0-49 employees,1-2,Exploring,2019,100000.0,124999.0
6938,35-39,Male,United States of America,Master,Data Scientist,50-249 employees,1-2,Exploring,2019,125000.0,149999.0
6939,45-49,Male,United States of America,Bachelor,Product/Project Manager,"10,000 or more employees",3-4,Others,2019,90000.0,99999.0
6940,30-34,Male,Turkey,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,30000.0,39999.0
6941,40-44,Male,France,Master,Data Engineer,0-49 employees,0,Exploring,2019,80000.0,89999.0
6942,60-69,Male,Brazil,Doctoral,Business Analyst,0-49 employees,1-2,Never,2019,20001.0,30000.0
6943,25-29,Male,United States of America,Master,Product/Project Manager,50-249 employees,3-4,Recently-started,2019,150000.0,199999.0
6944,25-29,Male,India,Master,Data Analyst,50-249 employees,5-9,Others,2019,10001.0,20000.0
6945,30-34,Male,India,Bachelor,Data Scientist,"10,000 or more employees",20+,Recently-started,2019,40000.0,49999.0
6946,25-29,Male,Germany,Master,Data Scientist,50-249 employees,3-4,Well-establised,2019,70000.0,79999.0
6947,60-69,Male,Canada,Bachelor,Data Analyst,"1000-9,999 employees",20+,Recently-started,2019,70000.0,79999.0
6948,25-29,Male,Brazil,Master,Software Engineer,0-49 employees,3-4,Exploring,2019,10001.0,20000.0
6949,30-34,Male,United States of America,Bachelor,Data Engineer,"10,000 or more employees",20+,Exploring,2019,100000.0,124999.0
6950,30-34,Male,India,Bachelor,Software Engineer,"10,000 or more employees",5-9,Recently-started,2019,20001.0,30000.0
6951,25-29,Male,United States of America,Bachelor,Data Scientist,50-249 employees,10-14,Well-establised,2019,125000.0,149999.0
6952,25-29,Male,South Africa,Master,Data Scientist,"1000-9,999 employees",20+,Recently-started,2019,40000.0,49999.0
6953,35-39,Male,United States of America,Master,Data Scientist,"1000-9,999 employees",1-2,Never,2019,20001.0,30000.0
6954,22-24,Male,Germany,Master,Research Scientist,50-249 employees,3-4,Others,2019,10001.0,20000.0
6955,25-29,Male,India,Bachelor,Software Engineer,"1000-9,999 employees",20+,Recently-started,2019,10001.0,20000.0
6956,30-34,Male,United States of America,Master,Software Engineer,"10,000 or more employees",10-14,Well-establised,2019,125000.0,149999.0
6957,30-34,Male,Spain,Master,Product/Project Manager,"10,000 or more employees",20+,Recently-started,2019,70000.0,79999.0
6958,45-49,Male,Brazil,Master,Software Engineer,"10,000 or more employees",20+,Recently-started,2019,40000.0,49999.0
6959,30-34,Male,India,Master,Data Scientist,50-249 employees,20+,Recently-started,2019,20001.0,30000.0
6960,25-29,Male,United States of America,Master,Research Scientist,0-49 employees,20+,Exploring,2019,20001.0,30000.0
6961,35-39,Male,India,Bachelor,Software Engineer,"1000-9,999 employees",20+,Well-establised,2019,30000.0,39999.0
6962,30-34,Male,Netherlands,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,150000.0,199999.0
6963,35-39,Male,Romania,Master,Business Analyst,50-249 employees,0,Recently-started,2019,20001.0,30000.0
6964,55-59,Male,Brazil,Doctoral,Data Scientist,0-49 employees,3-4,Well-establised,2019,125000.0,149999.0
6965,30-34,Male,Chile,Master,Data Analyst,0-49 employees,1-2,Others,2019,30000.0,39999.0
6966,25-29,Male,Germany,Doctoral,Research Scientist,0-49 employees,0,Others,2019,50000.0,59999.0
6967,25-29,Male,France,Doctoral,Research Scientist,250-999 employees,0,Exploring,2019,40000.0,49999.0
6968,30-34,Female,Canada,Master,Data Scientist,"10,000 or more employees",10-14,Others,2019,60000.0,69999.0
6969,22-24,Male,Thailand,Master,Data Analyst,"1000-9,999 employees",5-9,Others,2019,10001.0,20000.0
6970,25-29,Male,United States of America,Bachelor,Data Scientist,250-999 employees,5-9,Recently-started,2019,100000.0,124999.0
6971,25-29,Male,Romania,Master,Research Scientist,"10,000 or more employees",20+,Well-establised,2019,20001.0,30000.0
6972,45-49,Male,Portugal,Master,Data Scientist,"10,000 or more employees",10-14,Never,2019,50000.0,59999.0
6973,30-34,Male,India,Master,Software Engineer,0-49 employees,3-4,Exploring,2019,125000.0,149999.0
6974,40-44,Male,United States of America,Master,Data Scientist,250-999 employees,1-2,Exploring,2019,150000.0,199999.0
6975,30-34,Male,India,Doctoral,Data Scientist,"10,000 or more employees",15-19,Well-establised,2019,30000.0,39999.0
6976,50-54,Male,Argentina,Professional degree,Research Scientist,"1000-9,999 employees",1-2,Exploring,2019,10001.0,20000.0
6977,35-39,Male,United States of America,Doctoral,Software Engineer,"10,000 or more employees",20+,Well-establised,2019,500000.0,
6978,25-29,Male,United States of America,Master,Data Scientist,"1000-9,999 employees",3-4,Exploring,2019,100000.0,124999.0
6979,35-39,Male,Colombia,Master,DBA/Database Engineer,"10,000 or more employees",20+,Exploring,2019,40000.0,49999.0
6980,25-29,Male,India,Bachelor,Data Scientist,"1000-9,999 employees",15-19,Recently-started,2019,20001.0,30000.0
6981,30-34,Male,Ukraine,Doctoral,Product/Project Manager,0-49 employees,3-4,Others,2019,100000.0,124999.0
6982,25-29,Male,Turkey,Master,Software Engineer,50-249 employees,20+,Recently-started,2019,10001.0,20000.0
6983,50-54,Male,United States of America,Master,Software Engineer,0-49 employees,1-2,Never,2019,50000.0,59999.0
6984,35-39,Male,United States of America,Bachelor,Software Engineer,"1000-9,999 employees",10-14,Exploring,2019,150000.0,199999.0
6985,22-24,Male,Poland,Master,Research Scientist,0-49 employees,5-9,Recently-started,2019,30000.0,39999.0
6986,30-34,Male,India,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,300000.0,500000.0
6987,40-44,Male,Brazil,Doctoral,Research Scientist,"1000-9,999 employees",5-9,Exploring,2019,40000.0,49999.0
6988,30-34,Female,United States of America,Bachelor,Data Scientist,250-999 employees,5-9,Well-establised,2019,90000.0,99999.0
6989,55-59,Male,United States of America,Doctoral,Data Scientist,0-49 employees,3-4,Exploring,2019,200000.0,249999.0
6990,55-59,Male,United States of America,Doctoral,Research Scientist,50-249 employees,3-4,Recently-started,2019,125000.0,149999.0
6991,40-44,Male,United States of America,Master,Software Engineer,"10,000 or more employees",20+,Well-establised,2019,200000.0,249999.0
6992,30-34,Male,India,Bachelor,Product/Project Manager,"1000-9,999 employees",20+,Recently-started,2019,40000.0,49999.0
6993,45-49,Male,United States of America,Some college,Software Engineer,"1000-9,999 employees",20+,Recently-started,2019,125000.0,149999.0
6994,35-39,Male,Ukraine,Master,Software Engineer,0-49 employees,0,Never,2019,20001.0,30000.0
6995,40-44,Male,United States of America,Master,Data Engineer,"1000-9,999 employees",20+,Recently-started,2019,90000.0,99999.0
6996,40-44,Male,Israel,Bachelor,Software Engineer,50-249 employees,1-2,Exploring,2019,500000.0,
6997,40-44,Male,Brazil,Master,Data Scientist,"1000-9,999 employees",20+,Recently-started,2019,100000.0,124999.0
6998,40-44,Male,Poland,Doctoral,Research Scientist,"1000-9,999 employees",0,Others,2019,10001.0,20000.0
6999,30-34,Male,United States of America,Master,Data Scientist,"10,000 or more employees",1-2,Recently-started,2019,80000.0,89999.0
7000,30-34,Male,Greece,Master,Statistician,"10,000 or more employees",20+,Others,2019,30000.0,39999.0
7001,45-49,Male,Sweden,Some college,Software Engineer,0-49 employees,1-2,Others,2019,60000.0,69999.0
7002,35-39,Male,United States of America,Master,Data Scientist,"10,000 or more employees",20+,Exploring,2019,100000.0,124999.0
7003,30-34,Female,United States of America,Master,Business Analyst,0-49 employees,5-9,Exploring,2019,20001.0,30000.0
7004,22-24,Male,United States of America,Bachelor,Software Engineer,"10,000 or more employees",20+,Well-establised,2019,200000.0,249999.0
7005,50-54,Male,United States of America,Master,Business Analyst,"1000-9,999 employees",3-4,Exploring,2019,70000.0,79999.0
7006,50-54,Male,United States of America,Master,Business Analyst,"10,000 or more employees",20+,Others,2019,30000.0,39999.0
7007,40-44,Male,Sweden,Doctoral,Data Engineer,"1000-9,999 employees",3-4,Others,2019,50000.0,59999.0
7008,40-44,Male,Brazil,Master,Product/Project Manager,"1000-9,999 employees",5-9,Exploring,2019,30000.0,39999.0
7009,40-44,Male,France,Doctoral,Data Scientist,"1000-9,999 employees",3-4,Others,2019,70000.0,79999.0
7010,30-34,Male,France,Master,Software Engineer,50-249 employees,0,Never,2019,50000.0,59999.0
7011,25-29,Male,United States of America,Master,Data Scientist,0-49 employees,1-2,Exploring,2019,80000.0,89999.0
7012,18-21,Male,India,Bachelor,Data Engineer,"1000-9,999 employees",20+,Well-establised,2019,20001.0,30000.0
7013,30-34,Male,United States of America,Master,Software Engineer,250-999 employees,15-19,Well-establised,2019,150000.0,199999.0
7014,35-39,Male,France,Master,Product/Project Manager,50-249 employees,0,Never,2019,50000.0,59999.0
7015,30-34,Male,Czech Republic,Master,Data Analyst,"1000-9,999 employees",20+,Recently-started,2019,30000.0,39999.0
7016,25-29,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral,Research Scientist,0-49 employees,3-4,Others,2019,60000.0,69999.0
7017,30-34,Female,United States of America,Doctoral,Research Scientist,"10,000 or more employees",20+,Well-establised,2019,40000.0,49999.0
7018,35-39,Male,Canada,Master,Data Scientist,50-249 employees,5-9,Recently-started,2019,100000.0,124999.0
7019,35-39,Female,United States of America,Bachelor,Product/Project Manager,"10,000 or more employees",20+,Recently-started,2019,125000.0,149999.0
7020,35-39,Male,Italy,Doctoral,Data Scientist,"10,000 or more employees",5-9,Recently-started,2019,70000.0,79999.0
7021,25-29,Male,United States of America,Master,Business Analyst,50-249 employees,20+,Well-establised,2019,125000.0,149999.0
7022,25-29,Male,Brazil,Master,Software Engineer,250-999 employees,3-4,Exploring,2019,30000.0,39999.0
7023,35-39,Male,United States of America,Professional degree,Data Scientist,"1000-9,999 employees",20+,Recently-started,2019,150000.0,199999.0
7024,60-69,Male,Australia,Some college,Product/Project Manager,0-49 employees,0,Never,2019,150000.0,199999.0
7025,25-29,Male,United States of America,Master,Data Scientist,0-49 employees,1-2,Others,2019,60000.0,69999.0
7026,40-44,Male,United States of America,Doctoral,Product/Project Manager,"1000-9,999 employees",20+,Well-establised,2019,125000.0,149999.0
7027,30-34,Male,Italy,Master,Data Scientist,"1000-9,999 employees",3-4,Exploring,2019,50000.0,59999.0
7028,30-34,Male,United States of America,Master,Product/Project Manager,"1000-9,999 employees",20+,Well-establised,2019,100000.0,124999.0
7029,25-29,Male,United States of America,Bachelor,Product/Project Manager,50-249 employees,5-9,Others,2019,100000.0,124999.0
7030,22-24,Male,United States of America,Bachelor,Data Scientist,0-49 employees,3-4,Recently-started,2019,70000.0,79999.0
7031,30-34,Male,United States of America,Doctoral,Software Engineer,"1000-9,999 employees",20+,Well-establised,2019,125000.0,149999.0
7032,30-34,Male,Canada,Doctoral,Business Analyst,"1000-9,999 employees",20+,Well-establised,2019,50000.0,59999.0
7033,22-24,Male,Spain,Bachelor,Data Scientist,"1000-9,999 employees",3-4,Exploring,2019,20001.0,30000.0
7034,35-39,Male,Australia,Master,Data Scientist,50-249 employees,15-19,Recently-started,2019,70000.0,79999.0
7035,30-34,Male,India,Master,Data Scientist,"10,000 or more employees",10-14,Others,2019,40000.0,49999.0
7036,25-29,Female,United States of America,Master,Statistician,50-249 employees,3-4,Well-establised,2019,125000.0,149999.0
7037,30-34,Female,United States of America,Master,Data Scientist,"1000-9,999 employees",10-14,Recently-started,2019,150000.0,199999.0
7038,35-39,Male,United States of America,Bachelor,Data Analyst,0-49 employees,1-2,Well-establised,2019,70000.0,79999.0
7039,30-34,Male,Australia,Doctoral,Data Scientist,0-49 employees,1-2,Never,2019,70000.0,79999.0
7040,45-49,Male,Italy,Doctoral,Data Engineer,"1000-9,999 employees",5-9,Others,2019,50000.0,59999.0
7041,40-44,Male,Japan,Bachelor,Software Engineer,0-49 employees,20+,Well-establised,2019,150000.0,199999.0
7042,25-29,Male,Canada,Bachelor,Business Analyst,"1000-9,999 employees",20+,Others,2019,80000.0,89999.0
7043,55-59,Female,United States of America,Doctoral,Software Engineer,"1000-9,999 employees",10-14,Well-establised,2019,200000.0,249999.0
7044,55-59,Male,New Zealand,Master,DBA/Database Engineer,0-49 employees,1-2,Exploring,2019,70000.0,79999.0
7045,45-49,Female,United States of America,Doctoral,Research Scientist,250-999 employees,3-4,Never,2019,70000.0,79999.0
7046,45-49,Male,United States of America,Bachelor,Data Scientist,"1000-9,999 employees",5-9,Recently-started,2019,150000.0,199999.0
7047,40-44,Male,Malaysia,Master,Data Scientist,"1000-9,999 employees",20+,Recently-started,2019,125000.0,149999.0
7048,30-34,Male,Colombia,Master,Data Scientist,0-49 employees,3-4,Well-establised,2019,10001.0,20000.0
7049,35-39,Male,United States of America,Master,Data Analyst,250-999 employees,3-4,Never,2019,100000.0,124999.0
7050,22-24,Male,United States of America,Bachelor,Data Engineer,250-999 employees,1-2,Exploring,2019,50000.0,59999.0
7051,30-34,Male,United States of America,Some college,Data Analyst,50-249 employees,3-4,Exploring,2019,40000.0,49999.0
7052,25-29,Male,United States of America,Doctoral,Data Scientist,0-49 employees,20+,Well-establised,2019,125000.0,149999.0
7053,25-29,Male,Brazil,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,40000.0,49999.0
7054,22-24,Female,Colombia,Master,Data Scientist,0-49 employees,20+,Exploring,2019,10001.0,20000.0
7055,25-29,Male,United States of America,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,100000.0,124999.0
7056,35-39,Male,Japan,Master,Data Scientist,0-49 employees,5-9,Never,2019,70000.0,79999.0
7057,55-59,Male,United States of America,Master,Data Scientist,"10,000 or more employees",20+,Recently-started,2019,125000.0,149999.0
7058,40-44,Male,India,Master,Product/Project Manager,"10,000 or more employees",5-9,Recently-started,2019,40000.0,49999.0
7059,30-34,Male,Australia,Bachelor,Data Scientist,"10,000 or more employees",15-19,Recently-started,2019,100000.0,124999.0
7060,45-49,Female,Canada,Bachelor,Software Engineer,"10,000 or more employees",20+,Recently-started,2019,100000.0,124999.0
7061,45-49,Male,Turkey,Doctoral,Research Scientist,"1000-9,999 employees",3-4,Others,2019,20001.0,30000.0
7062,30-34,Male,United States of America,Bachelor,Data Scientist,250-999 employees,3-4,Recently-started,2019,80000.0,89999.0
7063,22-24,Male,Japan,Bachelor,Data Analyst,250-999 employees,1-2,Never,2019,40000.0,49999.0
7064,35-39,Male,Russia,Professional degree,Data Scientist,"1000-9,999 employees",10-14,Well-establised,2019,40000.0,49999.0
7065,55-59,Male,United States of America,Master,Product/Project Manager,"10,000 or more employees",20+,Well-establised,2019,100000.0,124999.0
7066,35-39,Female,United States of America,Doctoral,Data Scientist,"10,000 or more employees",15-19,Well-establised,2019,125000.0,149999.0
7067,40-44,Male,United States of America,Doctoral,Data Scientist,50-249 employees,5-9,Recently-started,2019,70000.0,79999.0
7068,35-39,Male,Australia,Bachelor,Data Scientist,"1000-9,999 employees",20+,Well-establised,2019,125000.0,149999.0
7069,30-34,Female,India,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,20001.0,30000.0
7070,30-34,Female,Germany,Master,Data Scientist,"10,000 or more employees",20+,Recently-started,2019,80000.0,89999.0
7071,30-34,Female,China,Doctoral,Research Scientist,"1000-9,999 employees",1-2,Exploring,2019,90000.0,99999.0
7072,25-29,Male,Thailand,Master,Business Analyst,"1000-9,999 employees",20+,Recently-started,2019,10001.0,20000.0
7073,35-39,Female,Germany,Master,Data Analyst,"1000-9,999 employees",20+,Well-establised,2019,100000.0,124999.0
7074,35-39,Male,Germany,Master,Data Scientist,50-249 employees,1-2,Recently-started,2019,90000.0,99999.0
7075,40-44,Female,Germany,Doctoral,Research Scientist,50-249 employees,20+,Well-establised,2019,60000.0,69999.0
7076,22-24,Male,India,Bachelor,Software Engineer,50-249 employees,3-4,Never,2019,40000.0,49999.0
7077,22-24,Male,South Korea,Master,Data Scientist,0-49 employees,1-2,Recently-started,2019,20001.0,30000.0
7078,22-24,Female,Poland,Master,Data Scientist,"1000-9,999 employees",20+,Well-establised,2019,10001.0,20000.0
7079,25-29,Female,South Africa,Bachelor,Software Engineer,0-49 employees,20+,Well-establised,2019,20001.0,30000.0
7080,45-49,Male,Italy,Some college,Software Engineer,"1000-9,999 employees",3-4,Recently-started,2019,30000.0,39999.0
7081,35-39,Male,Germany,Master,Data Scientist,"1000-9,999 employees",5-9,Well-establised,2019,90000.0,99999.0
7082,30-34,Male,Netherlands,Master,Data Scientist,"1000-9,999 employees",1-2,Exploring,2019,50000.0,59999.0
7083,35-39,Male,Greece,Doctoral,Data Scientist,"1000-9,999 employees",5-9,Recently-started,2019,40000.0,49999.0
7084,35-39,Female,France,Doctoral,Data Scientist,"10,000 or more employees",20+,Recently-started,2019,70000.0,79999.0
7085,50-54,Male,Spain,Master,Product/Project Manager,50-249 employees,3-4,Exploring,2019,40000.0,49999.0
7086,40-44,Male,United Kingdom of Great Britain and Northern Ireland,Master,Business Analyst,0-49 employees,1-2,Others,2019,200000.0,249999.0
7087,30-34,Male,Italy,Doctoral,Data Scientist,0-49 employees,3-4,Well-establised,2019,40000.0,49999.0
7088,30-34,Male,Russia,Doctoral,Research Scientist,"1000-9,999 employees",5-9,Never,2019,50000.0,59999.0
7089,30-34,Male,Portugal,Doctoral,Data Analyst,250-999 employees,1-2,Exploring,2019,50000.0,59999.0
7090,25-29,Male,China,Bachelor,Software Engineer,250-999 employees,3-4,Others,2019,30000.0,39999.0
7091,35-39,Male,India,Master,Software Engineer,0-49 employees,0,Exploring,2019,20001.0,30000.0
7092,30-34,Male,Kenya,Master,Data Analyst,0-49 employees,0,Never,2019,10001.0,20000.0
7093,30-34,Female,United Kingdom of Great Britain and Northern Ireland,Master,Data Analyst,0-49 employees,1-2,Never,2019,30000.0,39999.0
7094,30-34,Male,India,Master,Data Scientist,50-249 employees,3-4,Others,2019,20001.0,30000.0
7095,30-34,Male,Italy,Master,Data Analyst,0-49 employees,1-2,Never,2019,10001.0,20000.0
7096,35-39,Male,India,Master,Product/Project Manager,0-49 employees,1-2,Exploring,2019,20001.0,30000.0
7097,40-44,Male,Netherlands,Doctoral,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,100000.0,124999.0
7098,40-44,Male,Poland,Doctoral,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,40000.0,49999.0
7099,22-24,Male,Spain,Master,Data Scientist,50-249 employees,5-9,Recently-started,2019,20001.0,30000.0
7100,35-39,Male,Norway,Bachelor,Data Scientist,50-249 employees,5-9,Well-establised,2019,80000.0,89999.0
7101,60-69,Male,Canada,Bachelor,Data Scientist,50-249 employees,20+,Recently-started,2019,125000.0,149999.0
7102,50-54,Male,Belgium,Master,Data Analyst,0-49 employees,3-4,Recently-started,2019,150000.0,199999.0
7103,22-24,Male,Brazil,Master,Data Scientist,50-249 employees,3-4,Exploring,2019,10001.0,20000.0
7104,40-44,Male,United States of America,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,200000.0,249999.0
7105,30-34,Male,Australia,Professional degree,Research Scientist,0-49 employees,3-4,Well-establised,2019,70000.0,79999.0
7106,30-34,Male,Norway,Doctoral,Data Scientist,50-249 employees,10-14,Recently-started,2019,100000.0,124999.0
7107,18-21,Male,India,Bachelor,Data Scientist,0-49 employees,0,Exploring,2019,10001.0,20000.0
7108,45-49,Male,United States of America,Master,Data Scientist,"1000-9,999 employees",10-14,Well-establised,2019,150000.0,199999.0
7109,30-34,Male,Brazil,Master,Software Engineer,"1000-9,999 employees",1-2,Recently-started,2019,50000.0,59999.0
7110,30-34,Male,Italy,Master,Data Scientist,"10,000 or more employees",10-14,Recently-started,2019,60000.0,69999.0
7111,35-39,Male,South Africa,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,250000.0,299999.0
7112,25-29,Male,Austria,Master,Software Engineer,"10,000 or more employees",0,Never,2019,60000.0,69999.0
7113,30-34,Male,Australia,Master,Data Engineer,250-999 employees,0,Exploring,2019,90000.0,99999.0
7114,22-24,Male,India,Bachelor,Data Analyst,50-249 employees,20+,Recently-started,2019,70000.0,79999.0
7115,45-49,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral,Software Engineer,0-49 employees,0,Never,2019,60000.0,69999.0
7116,35-39,Male,Germany,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,90000.0,99999.0
7117,50-54,Male,Spain,Master,Business Analyst,"1000-9,999 employees",5-9,Never,2019,70000.0,79999.0
7118,45-49,Male,Argentina,Master,Data Scientist,"1000-9,999 employees",20+,Exploring,2019,20001.0,30000.0
7119,30-34,Male,United States of America,Bachelor,Data Scientist,"10,000 or more employees",15-19,Well-establised,2019,90000.0,99999.0
7120,30-34,Male,United States of America,Bachelor,Product/Project Manager,250-999 employees,1-2,Exploring,2019,90000.0,99999.0
7121,30-34,Male,United States of America,Master,Product/Project Manager,"1000-9,999 employees",20+,Well-establised,2019,150000.0,199999.0
7122,25-29,Male,Brazil,Bachelor,Data Engineer,"1000-9,999 employees",10-14,Recently-started,2019,40000.0,49999.0
7123,40-44,Male,India,Master,Business Analyst,"10,000 or more employees",20+,Others,2019,10001.0,20000.0
7124,22-24,Male,United States of America,Bachelor,Software Engineer,0-49 employees,1-2,Never,2019,125000.0,149999.0
7125,35-39,Female,United States of America,Doctoral,Data Scientist,"1000-9,999 employees",20+,Others,2019,125000.0,149999.0
7126,25-29,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral,Research Scientist,0-49 employees,5-9,Exploring,2019,40000.0,49999.0
7127,30-34,Male,Brazil,Bachelor,Research Scientist,0-49 employees,0,Exploring,2019,60000.0,69999.0
7128,25-29,Male,South Africa,Master,Data Scientist,"1000-9,999 employees",20+,Recently-started,2019,60000.0,69999.0
7129,25-29,Female,Netherlands,Master,Data Scientist,"10,000 or more employees",20+,Recently-started,2019,40000.0,49999.0
7130,55-59,Male,Singapore,Some college,Data Scientist,0-49 employees,10-14,Exploring,2019,40000.0,49999.0
7131,30-34,Male,China,Doctoral,Software Engineer,"1000-9,999 employees",20+,Well-establised,2019,90000.0,99999.0
7132,22-24,Male,India,Bachelor,Data Scientist,50-249 employees,1-2,Recently-started,2019,10001.0,20000.0
7133,30-34,Male,India,Bachelor,Software Engineer,"10,000 or more employees",20+,Well-establised,2019,20001.0,30000.0
7134,30-34,Male,Poland,Doctoral,Data Scientist,250-999 employees,5-9,Well-establised,2019,50000.0,59999.0
7135,45-49,Male,United States of America,Doctoral,Data Scientist,250-999 employees,3-4,Never,2019,200000.0,249999.0
7136,25-29,Male,United States of America,Bachelor,Data Scientist,0-49 employees,1-2,Exploring,2019,30000.0,39999.0
7137,30-34,Male,Mexico,Doctoral,Data Scientist,"10,000 or more employees",20+,Others,2019,20001.0,30000.0
7138,30-34,Male,India,Bachelor,Data Analyst,"10,000 or more employees",3-4,Recently-started,2019,10001.0,20000.0
7139,30-34,Male,Canada,Bachelor,Product/Project Manager,50-249 employees,1-2,Never,2019,80000.0,89999.0
7140,22-24,Female,United States of America,Bachelor,Software Engineer,"1000-9,999 employees",0,Never,2019,70000.0,79999.0
7141,35-39,Male,Netherlands,Master,Software Engineer,"10,000 or more employees",0,Exploring,2019,80000.0,89999.0
7142,35-39,Female,United Kingdom of Great Britain and Northern Ireland,Doctoral,Data Scientist,50-249 employees,20+,Well-establised,2019,70000.0,79999.0
7143,25-29,Male,United States of America,Bachelor,Product/Project Manager,"10,000 or more employees",20+,Well-establised,2019,100000.0,124999.0
7144,35-39,Male,India,Master,Data Scientist,"1000-9,999 employees",20+,Others,2019,80000.0,89999.0
7145,30-34,Male,India,Master,Data Scientist,"10,000 or more employees",20+,Recently-started,2019,10001.0,20000.0
7146,22-24,Male,China,Master,Data Scientist,"1000-9,999 employees",3-4,Recently-started,2019,30000.0,39999.0
7147,40-44,Female,Portugal,Doctoral,Research Scientist,250-999 employees,1-2,Never,2019,50000.0,59999.0
7148,40-44,Male,United States of America,Doctoral,Product/Project Manager,"1000-9,999 employees",20+,Others,2019,150000.0,199999.0
7149,60-69,Male,Canada,Master,Business Analyst,0-49 employees,1-2,Never,2019,100000.0,124999.0
7150,30-34,Male,Canada,Master,Statistician,"1000-9,999 employees",20+,Recently-started,2019,90000.0,99999.0
7151,35-39,Male,United States of America,Master,Data Scientist,"10,000 or more employees",1-2,Recently-started,2019,100000.0,124999.0
7152,35-39,Male,India,Master,Data Analyst,"10,000 or more employees",20+,Exploring,2019,20001.0,30000.0
7153,25-29,Male,Netherlands,Master,Data Engineer,"1000-9,999 employees",3-4,Exploring,2019,50000.0,59999.0
7154,30-34,Male,Germany,Doctoral,Data Scientist,"10,000 or more employees",20+,Never,2019,90000.0,99999.0
7155,30-34,Male,Brazil,Doctoral,Research Scientist,"1000-9,999 employees",0,Never,2019,10001.0,20000.0
7156,30-34,Female,United States of America,Bachelor,Software Engineer,50-249 employees,3-4,Well-establised,2019,100000.0,124999.0
7157,25-29,Male,Mexico,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,10001.0,20000.0
7158,30-34,Female,United States of America,Master,Data Scientist,50-249 employees,3-4,Recently-started,2019,125000.0,149999.0
7159,25-29,Male,United States of America,Bachelor,Data Scientist,"10,000 or more employees",15-19,Recently-started,2019,150000.0,199999.0
7160,40-44,Male,Philippines,Bachelor,Business Analyst,"10,000 or more employees",20+,Exploring,2019,40000.0,49999.0
7161,35-39,Male,Hungary,Master,Data Scientist,"1000-9,999 employees",3-4,Well-establised,2019,40000.0,49999.0
7162,60-69,Male,Netherlands,High School,DBA/Database Engineer,250-999 employees,0,Exploring,2019,100000.0,124999.0
7163,30-34,Male,Japan,Bachelor,Business Analyst,0-49 employees,1-2,Recently-started,2019,100000.0,124999.0
7164,30-34,Male,Germany,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,60000.0,69999.0
7165,55-59,Male,United States of America,Master,Data Analyst,"10,000 or more employees",3-4,Never,2019,100000.0,124999.0
7166,30-34,Male,Mexico,Master,Data Scientist,250-999 employees,1-2,Others,2019,40000.0,49999.0
7167,35-39,Male,Netherlands,Master,Software Engineer,"10,000 or more employees",20+,Well-establised,2019,80000.0,89999.0
7168,40-44,Male,Colombia,Master,Statistician,"10,000 or more employees",20+,Well-establised,2019,90000.0,99999.0
7169,22-24,Male,United States of America,Bachelor,Data Scientist,0-49 employees,5-9,Never,2019,30000.0,39999.0
7170,35-39,Male,United States of America,Bachelor,Software Engineer,"10,000 or more employees",20+,Well-establised,2019,150000.0,199999.0
7171,25-29,Female,United States of America,Master,Software Engineer,"1000-9,999 employees",15-19,Exploring,2019,125000.0,149999.0
7172,30-34,Male,Poland,Master,Data Scientist,0-49 employees,1-2,Others,2019,30000.0,39999.0
7173,35-39,Male,Germany,Master,Research Scientist,"10,000 or more employees",20+,Well-establised,2019,90000.0,99999.0
7174,35-39,Male,Germany,Master,Research Scientist,"10,000 or more employees",20+,Well-establised,2019,80000.0,89999.0
7175,30-34,Male,United States of America,Master,Data Scientist,50-249 employees,10-14,Well-establised,2019,150000.0,199999.0
7176,25-29,Male,Poland,Master,Research Scientist,"1000-9,999 employees",20+,Well-establised,2019,30000.0,39999.0
7177,35-39,Male,United States of America,Doctoral,Data Scientist,0-49 employees,5-9,Well-establised,2019,300000.0,500000.0
7178,30-34,Female,Germany,Doctoral,Research Scientist,250-999 employees,10-14,Recently-started,2019,60000.0,69999.0
7179,40-44,Male,United States of America,Doctoral,Data Scientist,"10,000 or more employees",20+,Recently-started,2019,200000.0,249999.0
7180,22-24,Male,United States of America,Master,Data Scientist,"1000-9,999 employees",20+,Others,2019,10001.0,20000.0
